Sample #,Sampled At,Sampled From,Declared Common Name,Species Declared on the Label,State of Origin,Sample Assessment,Year,isMislabeled
2021FFI-0000008142-4,Imports - Importation,QC,"BASS, SEA",DICENTRARCHUS LABRAX,GREECE,ND-AD,2021,0
2021FFI-0000008142-5,Imports - Importation,ON,"BASS, SEA",DICENTRARCHUS LABRAX,TURKEY,ND-AD,2021,0
2021FFI-0000008142-6,Retail - Vente au détail,BC,BLUEFIN TUNA,Not Declared - Non déclarée,JAPAN,S,2021,0
2021FFI-0000008142-7,Domestic - Domestique,QC,"CHAR, ARCTIC",SALVELINUS ALPINUS,CANADA,S,2021,0
2021FFI-0000008142-8,Domestic - Domestique,NB,"CHAR, ARCTIC",SALVELINUS ALPINUS,CANADA,S,2021,0
2021FFI-0000008142-9,Retail - Vente au détail,ON,COD,Not Declared - Non déclarée,CANADA,S,2021,0
2021FFI-0000008142-10,Retail - Vente au détail,ON,COD,Not Declared - Non déclarée,CANADA,S,2021,0
2021FFI-0000008142-11,Domestic - Domestique,NS,COD,Not Declared - Non déclarée,CANADA,S,2021,0
2021FFI-0000008142-12,Domestic - Domestique,NS,COD,Not Declared - Non déclarée,CANADA,S,2021,0
2021FFI-0000008142-13,Retail - Vente au détail,NL,COD,Not Declared - Non déclarée,CANADA,S,2021,0
2021FFI-0000008142-14,Retail - Vente au détail,QC,COD,GADUS MORHUA,CANADA,S,2021,0
2021FFI-0000008142-15,Retail - Vente au détail,QC,COD,GADUS MORHUA,CANADA,S,2021,0
2021FFI-0000008142-16,Imports - Importation,NS,COD,Not Declared - Non déclarée,CHINA,S,2021,0
2021FFI-0000008142-17,Imports - Importation,NS,COD,Not Declared - Non déclarée,CHINA,S,2021,0
2021FFI-0000008142-18,Retail - Vente au détail,QC,COD,GADUS MORHUA,CHINA,S,2021,0
2021FFI-0000008142-19,Retail - Vente au détail,QC,COD,Not Declared - Non déclarée,ICELAND,S,2021,0
2021FFI-0000008142-20,Imports - Importation,NS,COD,Not Declared - Non déclarée,UNITED STATES,S,2021,0
2021FFI-0000008142-21,Retail - Vente au détail,QC,COD,GADIDAE,UNITED STATES,S,2021,0
2021FFI-0000008142-22,Domestic - Domestique,ON,"COD, ATLANTIC",GADUS MORHUA,CANADA,S,2021,0
2021FFI-0000008142-23,Imports - Importation,ON,"COD, ATLANTIC",GADUS MORHUA,CHINA,S,2021,0
2021FFI-0000008142-24,Imports - Importation,ON,"COD, ATLANTIC",GADUS MORHUA,CHINA,S,2021,0
2021FFI-0000008142-25,Imports - Importation,ON,"COD, ATLANTIC",GADUS MORHUA,CHINA,S,2021,0
2021FFI-0000008142-26,Imports - Importation,ON,"COD, ATLANTIC",GADUS MORHUA,CHINA,S,2021,0
2021FFI-0000008142-27,Retail - Vente au détail,ON,"COD, ATLANTIC",GADUS MORHUA,ICELAND,S,2021,0
2021FFI-0000008142-28,Imports - Importation,ON,"COD, ATLANTIC",GADUS MORHUA,ICELAND,S,2021,0
2021FFI-0000008142-29,Imports - Importation,QC,"COD, ATLANTIC",GADUS MORHUA,PORTUGAL,S,2021,0
2021FFI-0000008142-30,Imports - Importation,ON,"COD, ATLANTIC",GADUS MORHUA,PORTUGAL,S,2021,0
2021FFI-0000008142-31,Imports - Importation,ON,"COD, ATLANTIC",GADUS MORHUA,UNITED STATES,U-I,2021,1
2021FFI-0000008142-32,Retail - Vente au détail,ON,COD,Not Declared - Non déclarée,ICELAND,ND-AD,2021,0
2021FFI-0000008142-33,Domestic - Domestique,NS,"COD, PACIFIC",GADUS MACROCEPHALUS,CANADA,S,2021,0
2021FFI-0000008142-34,Retail - Vente au détail,QC,"COD, PACIFIC",GADUS MACROCEPHALUS,CANADA,S,2021,0
2021FFI-0000008142-35,Retail - Vente au détail,QC,"COD, PACIFIC",GADUS MACROCEPHALUS,CANADA,S,2021,0
2021FFI-0000008142-36,Retail - Vente au détail,BC,"COD, PACIFIC", GADUS MACROCEPHALUS,CANADA,S,2021,0
2021FFI-0000008142-37,Retail - Vente au détail,QC,"COD, PACIFIC",GADUS MACROCEPHALUS,CANADA,ND-AD,2021,0
2021FFI-0000008142-38,Imports - Importation,ON,"COD, PACIFIC",GADUS MACROCEPHALUS,CHINA,S,2021,0
2021FFI-0000008142-39,Imports - Importation,ON,"COD, PACIFIC",GADUS MACROCEPHALUS,CHINA,S,2021,0
2021FFI-0000008142-40,Imports - Importation,NS,"COD, PACIFIC",GADUS MACROCEPHALUS,CHINA,S,2021,0
2021FFI-0000008142-41,Imports - Importation,NS,"COD, PACIFIC",GADUS MACROCEPHALUS,CHINA,S,2021,0
2021FFI-0000008142-42,Imports - Importation,NS,"COD, PACIFIC",GADUS MACROCEPHALUS,CHINA,S,2021,0
2021FFI-0000008142-43,Retail - Vente au détail,PE,"COD, PACIFIC",Not Declared - Non déclarée,CHINA,S,2021,0
2021FFI-0000008142-44,Imports - Importation,ON,"COD, PACIFIC",GADUS MACROCEPHALUS,UNITED STATES,S,2021,0
2021FFI-0000008142-45,Imports - Importation,ON,"COD, PACIFIC",GADUS MACROCEPHALUS,UNITED STATES,S,2021,0
2021FFI-0000008142-46,Retail - Vente au détail,QC,"COD, PACIFIC",GADUS MACROCEPHALUS,UNITED STATES,S,2021,0
2021FFI-0000008142-47,Retail - Vente au détail,QC,"COD, PACIFIC",GADUS MACROCEPHALUS,UNITED STATES,ND-AD,2021,0
2021FFI-0000008142-48,Retail - Vente au détail,QC,"COD, PACIFIC",GADUS MACROCEPHALUS,UNITED STATES,S,2021,0
2021FFI-0000008142-49,Retail - Vente au détail,BC,DOVER SOLE,Not Declared - Non déclarée,CANADA,S,2021,0
2021FFI-0000008142-50,Retail - Vente au détail,AB,ESCOLAR,Not Declared - Non déclarée,TAIWAN,S,2021,0
2021FFI-0000008142-51,Retail - Vente au détail,BC,WILD PACIFIC SNAPPER,Not Declared - Non déclarée,CANADA,U-I,2021,1
2021FFI-0000008142-52,Retail - Vente au détail,BC,SABLEFISH,Not Declared - Non déclarée,CANADA,S,2021,0
2021FFI-0000008142-53,Domestic - Domestique,NS,HADDOCK,MELANOGRAMMUS AEGLEFINUS,CANADA,S,2021,0
2021FFI-0000008142-54,Retail - Vente au détail,NB,HADDOCK,Not Declared - Non déclarée,CANADA,S,2021,0
2021FFI-0000008142-55,Domestic - Domestique,NS,HADDOCK,MELANOGRAMMUS AEGLEFINUS,CANADA,S,2021,0
2021FFI-0000008142-56,Domestic - Domestique,NS,HADDOCK,MELANOGRAMMUS AEGLEFINUS,CANADA,S,2021,0
2021FFI-0000008142-57,Domestic - Domestique,NS,HADDOCK,MELANOGRAMMUS AEGLEFINUS,CANADA,S,2021,0
2021FFI-0000008142-58,Retail - Vente au détail,BC,HADDOCK,Not Declared - Non déclarée,CANADA,S,2021,0
2021FFI-0000008142-59,Imports - Importation,ON,HADDOCK,MELANOGRAMMUS AEGLEFINUS,CHINA,S,2021,0
2021FFI-0000008142-60,Imports - Importation,ON,HADDOCK,MELANOGRAMMUS AEGLEFINUS,CHINA,S,2021,0
2021FFI-0000008142-61,Imports - Importation,ON,HADDOCK,MELANOGRAMMUS AEGLEFINUS,CHINA,S,2021,0
2021FFI-0000008142-62,Imports - Importation,ON,HADDOCK,MELANOGRAMMUS AEGLEFINUS,CHINA,S,2021,0
2021FFI-0000008142-63,Retail - Vente au détail,ON,HADDOCK,Not Declared - Non déclarée,NOT DECLARED,S,2021,0
2021FFI-0000008142-64,Retail - Vente au détail,BC,HALIBUT,Not Declared - Non déclarée,CANADA,S,2021,0
2021FFI-0000008142-65,Retail - Vente au détail,AB,HAIRTAIL,LEPIDOPUS CAUDATUS,CHINA,U-I,2021,1
2021FFI-0000008142-66,Retail - Vente au détail,NS,HALIBUT,Not Declared - Non déclarée,CANADA,S,2021,0
2021FFI-0000008142-67,Retail - Vente au détail,AB,HALIBUT,Not Declared - Non déclarée,ICELAND,S,2021,0
2021FFI-0000008142-68,Retail - Vente au détail,ON,HALIBUT,Not Declared - Non déclarée,NOT DECLARED,S,2021,0
2021FFI-0000008142-69,Domestic - Domestique,QC,"HALIBUT, ATLANTIC",HIPPOGLOSSUS HIPPOGLOSSUS,CANADA,S,2021,0
2021FFI-0000008142-70,Domestic - Domestique,NB,"HALIBUT, ATLANTIC",HIPPOGLOSSUS HIPPOGLOSSUS,CANADA,S,2021,0
2021FFI-0000008142-71,Imports - Importation,ON,"HALIBUT, ATLANTIC",HIPPOGLOSSUS HIPPOGLOSSUS,CHINA,U-I,2021,1
2021FFI-0000008142-72,Retail - Vente au détail,ON,"HALIBUT, ATLANTIC",Not Declared - Non déclarée,NORWAY,ND-AD,2021,0
2021FFI-0000008142-73,Retail - Vente au détail,ON,"HALIBUT, PACIFIC",Not Declared - Non déclarée,CANADA,S,2021,0
2021FFI-0000008142-74,Domestic - Domestique,ON,KINGFISH,SCOMBEROMORUS CAVALLA,CANADA,S,2021,0
2021FFI-0000008142-75,Imports - Importation,ON,KINGFISH,SCOMBEROMORUS CAVALLA,SURINAME,S,2021,0
2021FFI-0000008142-76,Retail - Vente au détail,ON,KINGFISH,SCOMBEROMORUS CAVALLA,UNITED STATES,S,2021,0
2021FFI-0000008142-77,Retail - Vente au détail,BC,SNAPPER,Not Declared - Non déclarée,CANADA,S,2021,0
2021FFI-0000008142-78,Retail - Vente au détail,ON,WILD WHITEFISH,Not Declared - Non déclarée,CANADA,S,2021,0
2021FFI-0000008142-79,Retail - Vente au détail,BC,PETRALE SOLE,Not Declared - Non déclarée,CANADA,S,2021,0
2021FFI-0000008142-80,Retail - Vente au détail,AB,PICKEREL,Not Declared - Non déclarée,CANADA,S,2021,0
2021FFI-0000008142-81,Domestic - Domestique,NS,POLLOCK,Not Declared - Non déclarée,CANADA,S,2021,0
2021FFI-0000008142-82,Domestic - Domestique,NS,POLLOCK,POLLACHIUS VIRENS,CANADA,U-I,2021,1
2021FFI-0000008142-83,Retail - Vente au détail,BC,SABLEFISH,Not Declared - Non déclarée,CANADA,S,2021,0
2021FFI-0000008142-84,Retail - Vente au détail,AB,"SALMON, SOCKEYE",Not Declared - Non déclarée,CANADA,S,2021,0
2021FFI-0000008142-85,Retail - Vente au détail,ON,SEA BASS,Not Declared - Non déclarée,AUSTRALIA,U-I,2021,1
2021FFI-0000008142-86,Imports - Importation,ON,SNAPPER,Not Declared - Non déclarée,VIETNAM,U-I,2021,1
2021FFI-0000008142-87,Imports - Importation,ON,SOLE,Not Declared - Non déclarée,CHINA,S,2021,0
2021FFI-0000008142-88,Imports - Importation,ON,SOLE,Not Declared - Non déclarée,CHINA,S,2021,0
2021FFI-0000008142-89,Imports - Importation,ON,SOLE,Not Declared - Non déclarée,CHINA,S,2021,0
2021FFI-0000008142-90,Imports - Importation,ON,"SOLE, FLATHEAD",HIPPOGLOSSOIDES ELASSODON,UNITED STATES,S,2021,0
2021FFI-0000008142-91,Imports - Importation,ON,"SOLE, FLATHEAD",HIPPOGLOSSOIDES ELASSODON,UNITED STATES,S,2021,0
2021FFI-0000008142-92,Imports - Importation,ON,"SOLE, YELLOWFIN",LIMANDA ASPERA,CHINA,S,2021,0
2021FFI-0000008142-93,Imports - Importation,AB,"SOLE, YELLOWFIN",LIMANDA ASPERA,CHINA,S,2021,0
2021FFI-0000008142-94,Imports - Importation,ON,"SOLE, YELLOWFIN",LIMANDA ASPERA,CHINA,S,2021,0
2021FFI-0000008142-95,Imports - Importation,ON,"SOLE, YELLOWFIN",LIMANDA ASPERA,CHINA,S,2021,0
2021FFI-0000008142-96,Imports - Importation,QC,"SOLE, YELLOWFIN",LIMANDA ASPERA,CHINA,U-I,2021,1
2021FFI-0000008142-97,Retail - Vente au détail,NB,STEELHEAD TROUT,Not Declared - Non déclarée,CANADA,S,2021,0
2021FFI-0000008142-98,Domestic - Domestique,ON,TUNA,Not Declared - Non déclarée,CANADA,S,2021,0
2021FFI-0000008142-99,Retail - Vente au détail,NL,"TUNA, YELLOWFIN",Not Declared - Non déclarée,CANADA,S,2021,0
2021FFI-0000008142-100,Imports - Importation,ON,"TUNA, YELLOWFIN",THUNNUS ALBACARES,CHILE,S,2021,0
2021FFI-0000008142-101,Retail - Vente au détail,QC,"TUNA, YELLOWFIN",THUNNUS ALBACARES,INDONESIA,S,2021,0
2021FFI-0000008142-102,Imports - Importation,ON,"TUNA, YELLOWFIN",THUNNUS ALBACARES,PHILIPPINES,S,2021,0
2021FFI-0000008142-103,Retail - Vente au détail,NS,"TUNA, YELLOWFIN",Not Declared - Non déclarée,VIETNAM,S,2021,0
2021FFI-0000008142-104,Retail - Vente au détail,QC,"TUNA, YELLOWFIN",THUNNUS ALBACARES,VIETNAM,S,2021,0
2021FFI-0000008142-105,Retail - Vente au détail,QC,"TUNA, YELLOWFIN",THUNNUS ALBACARES,VIETNAM,S,2021,0
2021FFI-0000008142-106,Retail - Vente au détail,QC,"TUNA, YELLOWFIN",THUNNUS ALBACARES,VIETNAM,S,2021,0
2021FFI-0000008142-107,Retail - Vente au détail,ON,WILD PACIFIC SNAPPER,Not Declared - Non déclarée,UNITED STATES,S,2021,0
2021FFI-0000008142-108,Retail - Vente au détail,ON,WILD PACIFIC SOLE,Not Declared - Non déclarée,NOT DECLARED,S,2021,0
2021FFI-0000008142-109,Retail - Vente au détail,QC,"SOLE, YELLOWFIN",LIMANDA ASPERA,CANADA,U-I,2021,1
2021FFI-0000008142-110,Retail - Vente au détail,QC,YELLOWTAIL FLOUNDER,LIMANDA FERRUGINEA,CHINA,S,2021,0
2021FFI-0000008142-111,Retail - Vente au détail,QC,YELLOWTAIL FLOUNDER,LIMANDA FERRUGINEA,CHINA,ND-AD,2021,0
2021FFI-0000008142-112,Retail - Vente au détail,QC,YELLOWTAIL FLOUNDER,LIMANDA FERRUGINEA,CHINA,ND-AD,2021,0
2021FFI-0000008142-113,Retail - Vente au détail,QC,YELLOWTAIL FLOUNDER,LIMANDA FERRUGINEA,CHINA,S,2021,0
2021FFI-0000008142-114,Import - Importation,AB,Basa,Pangasius Hypophthalmus,Vietnam,S,2021,0
2021FFI-0000008142-115,Import - Importation,BC,"Bass, Sea ",Dicentrarchus Labrax,Greece,ND-AD,2021,0
2021FFI-0000008142-116,Import - Importation,ON,Butterfish,Nebris Microps,Guyana,S,2021,0
2021FFI-0000008142-117,Domestic - Domestique,NB,"Char, Arctic ",Salvelinus Alpinus,Canada,S,2021,0
2021FFI-0000008142-118,Import - Importation,ON,Cod,Not Declared - Non Déclarée,Iceland,S,2021,0
2021FFI-0000008142-119,Retail - Vente au détail,SK,Cod,Not Declared - Non Déclarée,Canada,S,2021,0
2021FFI-0000008142-120,Import - Importation,ON,Cod,Not Declared - Non Déclarée,China,S,2021,0
2021FFI-0000008142-121,Import - Importation,ON,Cod,Not Declared - Non Déclarée,China,S,2021,0
2021FFI-0000008142-122,Import - Importation,NS,Cod,Not Declared - Non Déclarée,China,S,2021,0
2021FFI-0000008142-123,Import - Importation,NS,Cod,Not Declared - Non Déclarée,China,S,2021,0
2021FFI-0000008142-124,Domestic - Domestique,NS,Cod,Not Declared - Non Déclarée,Canada,S,2021,0
2021FFI-0000008142-125,Domestic - Domestique,NB,Cod,Not Declared - Non Déclarée,Canada,S,2021,0
2021FFI-0000008142-126,Retail - Vente au détail,ON,Cod,Not Declared - Non Déclarée,Canada,S,2021,0
2021FFI-0000008142-127,Domestic - Domestique,NS,Cod,Not Declared - Non Déclarée,Canada,U-I,2021,1
2021FFI-0000008142-128,Retail - Vente au détail,NB,Cod,Not Declared - Non Déclarée,Canada,S,2021,0
2021FFI-0000008142-129,Retail - Vente au détail,MB,Cod,Not Declared - Non Déclarée,Canada,S,2021,0
2021FFI-0000008142-130,Retail - Vente au détail,NS,Cod ,Not Declared - Non Déclarée,Canada,S,2021,0
2021FFI-0000008142-131,Retail - Vente au détail,ON,Cod ,Not Declared - Non Déclarée,Canada,ND-AD,2021,0
2021FFI-0000008142-132,Retail - Vente au détail,BC,Cod ,Not Declared - Non Déclarée,Iceland,S,2021,0
2021FFI-0000008142-133,Retail - Vente au détail,ON,Cod ,Not Declared - Non Déclarée,United States,S,2021,0
2021FFI-0000008142-134,Import - Importation,ON,"Cod, Atlantic",Not Declared - Non Déclarée,China,S,2021,0
2021FFI-0000008142-135,Import - Importation,ON,"Cod, Atlantic",Not Declared - Non Déclarée,China,S,2021,0
2021FFI-0000008142-136,Import - Importation,BC,"Cod, Atlantic ",Gadus Morhua,Iceland,S,2021,0
2021FFI-0000008142-137,Import - Importation,AB,"Cod, Atlantic ",Gadus Morhua,Iceland,S,2021,0
2021FFI-0000008142-138,Domestic - Domestique,NS,"Cod, Atlantic ",Gadus Morhua,Canada,S,2021,0
2021FFI-0000008142-139,Retail - Vente au détail,AB,"Cod, Atlantic ",Gadus Morhua,Iceland,ND-AD,2021,0
2021FFI-0000008142-140,Retail - Vente au détail,ON,"Cod, Atlantic  ",Gadus Morhua,Iceland,S,2021,0
2021FFI-0000008142-141,Import - Importation,AB,"Cod, Black",Not Declared - Non Déclarée,United States,S,2021,0
2021FFI-0000008142-142,Import - Importation,ON,"Cod, Blue",Not Declared - Non Déclarée,China,S,2021,0
2021FFI-0000008142-143,Import - Importation,BC,"Cod, Pacific",Gadus Macrocephalus,United States,S,2021,0
2021FFI-0000008142-144,Import - Importation,BC,"Cod, Pacific ",Gadus Macrocephalus,United States,S,2021,0
2021FFI-0000008142-145,Import - Importation,BC,"Cod, Pacific ",Gadus Macrocephalus,United States,S,2021,0
2021FFI-0000008142-146,Import - Importation,QC,"Cod, Pacific ",Gadus Macrocephalus,China,S,2021,0
2021FFI-0000008142-147,Import - Importation,AB,"Cod, Pacific ",Gadus Macrocephalus,Norway,S,2021,0
2021FFI-0000008142-148,Import - Importation,BC,"Cod, Pacific ",Gadus Macrocephalus,China,S,2021,0
2021FFI-0000008142-149,Import - Importation,BC,"Cod, Pacific ",Gadus Macrocephalus,United States,S,2021,0
2021FFI-0000008142-150,Retail - Vente au détail,ON,Haddock,Not Declared - Non Déclarée,Canada,S,2021,0
2021FFI-0000008142-151,Domestic - Domestique,NS,Haddock,Melanogrammus Aeglefinus,Canada,S,2021,0
2021FFI-0000008142-152,Domestic - Domestique,NS,Haddock ,Melanogrammus Aeglefinus,Canada,S,2021,0
2021FFI-0000008142-153,Import - Importation,NS,Haddock ,Melanogrammus Aeglefinus,Russian Federation,S,2021,0
2021FFI-0000008142-154,Domestic - Domestique,NS,Haddock ,Melanogrammus Aeglefinus,Canada,S,2021,0
2021FFI-0000008142-155,Domestic - Domestique,NB,Haddock ,Melanogrammus Aeglefinus,Canada,S,2021,0
2021FFI-0000008142-156,Domestic - Domestique,NS,Haddock ,Melanogrammus Aeglefinus,Canada,S,2021,0
2021FFI-0000008142-157,Import - Importation,AB,Haddock ,Melanogrammus Aeglefinus,China,S,2021,0
2021FFI-0000008142-158,Import - Importation,NS,Haddock ,Melanogrammus Aeglefinus,China,S,2021,0
2021FFI-0000008142-159,Domestic - Domestique,NS,Haddock ,Melanogrammus Aeglefinus,Canada,S,2021,0
2021FFI-0000008142-160,Retail - Vente au détail,ON,Halibut,Not Declared - Non Déclarée,United States,S,2021,0
2021FFI-0000008142-161,Retail - Vente au détail,ON,Halibut ,Not Declared - Non Déclarée,Canada,S,2021,0
2021FFI-0000008142-162,Import - Importation,AB,Halibut ,Hippoglossus Hippoglossus,Iceland,S,2021,0
2021FFI-0000008142-163,Domestic - Domestique,QC,"Halibut, Atlantic",Hippoglossus Hippoglossus,Canada,S,2021,0
2021FFI-0000008142-164,Retail - Vente au détail,NS,"Halibut, Atlantic",Not Declared - Non Déclarée,Canada,S,2021,0
2021FFI-0000008142-165,Retail - Vente au détail,NL,"Halibut, Atlantic",Not Declared - Non Déclarée,Canada,S,2021,0
2021FFI-0000008142-166,Import - Importation,BC,"Halibut, Greenland ",Not Declared - Non Déclarée,Taiwan,S,2021,0
2021FFI-0000008142-167,Retail - Vente au détail,ON,"Halibut, Pacific ",Not Declared - Non Déclarée,Not Declared,S,2021,0
2021FFI-0000008142-168,Retail - Vente au détail,BC,"Halibut, Pacific ",Not Declared - Non Déclarée,Canada,S,2021,0
2021FFI-0000008142-169,Import - Importation,BC,"Halibut, Pacific ",Hippoglossus Stenolepsis,United States,S,2021,0
2021FFI-0000008142-170,Import - Importation,BC,"Halibut, Pacific ",Hippoglossus Stenolepsis,United States,S,2021,0
2021FFI-0000008142-171,Import - Importation,BC,"Halibut, Pacific ",Hippoglossus Stenolepsis,United States,S,2021,0
2021FFI-0000008142-172,Retail - Vente au détail,BC,"Halibut, Wild Pacific ",Not Declared - Non Déclarée,Canada,S,2021,0
2021FFI-0000008142-173,Retail - Vente au détail,AB,King Makerel,Not Declared - Non Déclarée,United States,S,2021,0
2021FFI-0000008142-174,Import - Importation,ON,Kingfish ,Scomberomorus Cavalla,Guyana,S,2021,0
2021FFI-0000008142-175,Import - Importation,ON,Kingfish ,Scomberomorus Cavalla,Bolivarian Republic Of Venezuela,S,2021,0
2021FFI-0000008142-176,Import - Importation,ON,Kingfish ,Scomberomorus Cavalla,Bolivarian Republic Of Venezuela,S,2021,0
2021FFI-0000008142-177,Import - Importation,BC,Kingfish ,Scomberomorus Commerson,Taiwan,U-I,2021,1
2021FFI-0000008142-178,Retail - Vente au détail,ON,Kingfish  ,Scomberomorus Cavalla,United States,S,2021,0
